"date","site","habitat","common_name","count"
"19-2-2003","A","riffle","Orangethroated Darter",1
"19-2-2003","A","riffle","Red Shiner",0
"19-2-2003","A","riffle","Ringed Crayfish",0
"19-2-2003","A","riffle","Sand Shiner",0
"19-2-2003","A","riffle","Slender Madtom",0
"19-2-2003","A","riffle","Southern Redbelly Dace",0
"19-2-2003","A","riffle","Suckermouth Minnows",0
"19-2-2003","A","riffle","Water Nymph Crayfish",0
"19-2-2003","A","riffle","Western Mosquitofish",0
"19-2-2003","A","riffle","White Sucker",0
"20-2-2003","C","pool","Bluegill",0
"20-2-2003","C","pool","Bluntnose Minnow",0
"20-2-2003","C","pool","Carmine Shiner",0
"20-2-2003","C","pool","Central Stoneroller",43
"20-2-2003","C","pool","Common Shiner",0
"20-2-2003","C","pool","Creek Chub",1
"20-2-2003","C","pool","Fathead Minnow",0
"20-2-2003","C","pool","Green Sunfish",0
"20-2-2003","C","pool","Johnny Darter",0
"20-2-2003","C","pool","Longear Sunfish",0
"20-2-2003","C","pool","Orangespotted Sunfish",0
"20-2-2003","C","pool","Orangethroated Darter",15
"20-2-2003","C","pool","Red Shiner",0
"20-2-2003","C","pool","Ringed Crayfish",0
"20-2-2003","C","pool","Sand Shiner",0
"20-2-2003","C","pool","Slender Madtom",0
"20-2-2003","C","pool","Southern Redbelly Dace",98
"20-2-2003","C","pool","Suckermouth Minnows",0
"20-2-2003","C","pool","Water Nymph Crayfish",0
"20-2-2003","C","pool","Western Mosquitofish",0
"20-2-2003","C","pool","White Sucker",0
"22-5-2003","A","pool","Bluegill",0
"22-5-2003","A","pool","Bluntnose Minnow",0
"22-5-2003","A","pool","Carmine Shiner",0
"22-5-2003","A","pool","Central Stoneroller",39
"22-5-2003","A","pool","Common Shiner",0
"22-5-2003","A","pool","Creek Chub",23
"22-5-2003","A","pool","Fathead Minnow",0
"22-5-2003","A","pool","Green Sunfish",0
"22-5-2003","A","pool","Johnny Darter",0
"22-5-2003","A","pool","Longear Sunfish",0
"22-5-2003","A","pool","Orangespotted Sunfish",0
"22-5-2003","A","pool","Orangethroated Darter",2
"22-5-2003","A","pool","Red Shiner",2
"22-5-2003","A","pool","Ringed Crayfish",0
"22-5-2003","A","pool","Sand Shiner",0
"22-5-2003","A","pool","Slender Madtom",0
"22-5-2003","A","pool","Southern Redbelly Dace",91
"22-5-2003","A","pool","Suckermouth Minnows",0
"22-5-2003","A","pool","Water Nymph Crayfish",0
"22-5-2003","A","pool","Western Mosquitofish",0
"22-5-2003","A","pool","White Sucker",3
"22-5-2003","A","riffle","Bluegill",0
"22-5-2003","A","riffle","Bluntnose Minnow",0
"22-5-2003","A","riffle","Carmine Shiner",0
"22-5-2003","A","riffle","Central Stoneroller",0
"22-5-2003","A","riffle","Common Shiner",0
"22-5-2003","A","riffle","Creek Chub",0
"22-5-2003","A","riffle","Fathead Minnow",0
"22-5-2003","A","riffle","Green Sunfish",0
"22-5-2003","A","riffle","Johnny Darter",0
"22-5-2003","A","riffle","Longear Sunfish",0
"22-5-2003","A","riffle","Orangespotted Sunfish",0
"22-5-2003","A","riffle","Orangethroated Darter",13
"22-5-2003","A","riffle","Red Shiner",0
"22-5-2003","A","riffle","Ringed Crayfish",0
"22-5-2003","A","riffle","Sand Shiner",0
"22-5-2003","A","riffle","Slender Madtom",0
"22-5-2003","A","riffle","Southern Redbelly Dace",2
"22-5-2003","A","riffle","Suckermouth Minnows",0
"22-5-2003","A","riffle","Water Nymph Crayfish",0
"22-5-2003","A","riffle","Western Mosquitofish",0
"22-5-2003","A","riffle","White Sucker",0
"22-5-2003","C","pool","Bluegill",0
"22-5-2003","C","pool","Bluntnose Minnow",0
"22-5-2003","C","pool","Carmine Shiner",0
"22-5-2003","C","pool","Central Stoneroller",3
"22-5-2003","C","pool","Common Shiner",0
"22-5-2003","C","pool","Creek Chub",0
"22-5-2003","C","pool","Fathead Minnow",0
"22-5-2003","C","pool","Green Sunfish",0
"22-5-2003","C","pool","Johnny Darter",0
"22-5-2003","C","pool","Longear Sunfish",0
"22-5-2003","C","pool","Orangespotted Sunfish",0
"22-5-2003","C","pool","Orangethroated Darter",0
"22-5-2003","C","pool","Red Shiner",0
"22-5-2003","C","pool","Ringed Crayfish",0
"22-5-2003","C","pool","Sand Shiner",0
"22-5-2003","C","pool","Slender Madtom",0
"22-5-2003","C","pool","Southern Redbelly Dace",16
"22-5-2003","C","pool","Suckermouth Minnows",0
"22-5-2003","C","pool","Water Nymph Crayfish",0
"22-5-2003","C","pool","Western Mosquitofish",0
"22-5-2003","C","pool","White Sucker",0
"22-5-2003","D","pool","Bluegill",0
"22-5-2003","D","pool","Bluntnose Minnow",0
"22-5-2003","D","pool","Carmine Shiner",0
"22-5-2003","D","pool","Central Stoneroller",2
"22-5-2003","D","pool","Common Shiner",0
"22-5-2003","D","pool","Creek Chub",0
"22-5-2003","D","pool","Fathead Minnow",0
"22-5-2003","D","pool","Green Sunfish",0
"22-5-2003","D","pool","Johnny Darter",0
"22-5-2003","D","pool","Longear Sunfish",0
"22-5-2003","D","pool","Orangespotted Sunfish",0
"22-5-2003","D","pool","Orangethroated Darter",0
"22-5-2003","D","pool","Red Shiner",0
"22-5-2003","D","pool","Ringed Crayfish",0
"22-5-2003","D","pool","Sand Shiner",0
"22-5-2003","D","pool","Slender Madtom",0
"22-5-2003","D","pool","Southern Redbelly Dace",22
"22-5-2003","D","pool","Suckermouth Minnows",0
"22-5-2003","D","pool","Water Nymph Crayfish",0
"22-5-2003","D","pool","Western Mosquitofish",0
"22-5-2003","D","pool","White Sucker",0
"11-8-2003","C","pool","Bluegill",0
"11-8-2003","C","pool","Bluntnose Minnow",0
"11-8-2003","C","pool","Carmine Shiner",0
"11-8-2003","C","pool","Central Stoneroller",9
"11-8-2003","C","pool","Common Shiner",0
"11-8-2003","C","pool","Creek Chub",0
"11-8-2003","C","pool","Fathead Minnow",0
"11-8-2003","C","pool","Green Sunfish",0
"11-8-2003","C","pool","Johnny Darter",0
"11-8-2003","C","pool","Longear Sunfish",0
"11-8-2003","C","pool","Orangespotted Sunfish",0
"11-8-2003","C","pool","Orangethroated Darter",3
"11-8-2003","C","pool","Red Shiner",0
"11-8-2003","C","pool","Ringed Crayfish",0
"11-8-2003","C","pool","Sand Shiner",0
"11-8-2003","C","pool","Slender Madtom",0
"11-8-2003","C","pool","Southern Redbelly Dace",63
"11-8-2003","C","pool","Suckermouth Minnows",0
"11-8-2003","C","pool","Water Nymph Crayfish",0
"11-8-2003","C","pool","Western Mosquitofish",0
"11-8-2003","C","pool","White Sucker",0
"12-8-2003","A","pool","Bluegill",0
"12-8-2003","A","pool","Bluntnose Minnow",0
"12-8-2003","A","pool","Carmine Shiner",0
"12-8-2003","A","pool","Central Stoneroller",21
"12-8-2003","A","pool","Common Shiner",0
"12-8-2003","A","pool","Creek Chub",8
"12-8-2003","A","pool","Fathead Minnow",0
"12-8-2003","A","pool","Green Sunfish",0
"12-8-2003","A","pool","Johnny Darter",0
"12-8-2003","A","pool","Longear Sunfish",0
"12-8-2003","A","pool","Orangespotted Sunfish",2
"12-8-2003","A","pool","Orangethroated Darter",9
"12-8-2003","A","pool","Red Shiner",0
"12-8-2003","A","pool","Ringed Crayfish",0
"12-8-2003","A","pool","Sand Shiner",0
"12-8-2003","A","pool","Slender Madtom",1
"12-8-2003","A","pool","Southern Redbelly Dace",59
"12-8-2003","A","pool","Suckermouth Minnows",0
"12-8-2003","A","pool","Water Nymph Crayfish",0
"12-8-2003","A","pool","Western Mosquitofish",0
"12-8-2003","A","pool","White Sucker",1
"12-8-2003","A","riffle","Bluegill",0
"12-8-2003","A","riffle","Bluntnose Minnow",0
"12-8-2003","A","riffle","Carmine Shiner",0
"12-8-2003","A","riffle","Central Stoneroller",41
"12-8-2003","A","riffle","Common Shiner",0
"12-8-2003","A","riffle","Creek Chub",0
"12-8-2003","A","riffle","Fathead Minnow",0
"12-8-2003","A","riffle","Green Sunfish",0
"12-8-2003","A","riffle","Johnny Darter",0
"12-8-2003","A","riffle","Longear Sunfish",0
"12-8-2003","A","riffle","Orangespotted Sunfish",0
"12-8-2003","A","riffle","Orangethroated Darter",6
"12-8-2003","A","riffle","Red Shiner",2
"12-8-2003","A","riffle","Ringed Crayfish",0
"12-8-2003","A","riffle","Sand Shiner",0
"12-8-2003","A","riffle","Slender Madtom",0
"12-8-2003","A","riffle","Southern Redbelly Dace",35
"12-8-2003","A","riffle","Suckermouth Minnows",0
"12-8-2003","A","riffle","Water Nymph Crayfish",0
"12-8-2003","A","riffle","Western Mosquitofish",0
"12-8-2003","A","riffle","White Sucker",0
"13-8-2003","D","pool","Bluegill",0
"13-8-2003","D","pool","Bluntnose Minnow",0
"13-8-2003","D","pool","Carmine Shiner",0
"13-8-2003","D","pool","Central Stoneroller",34
"13-8-2003","D","pool","Common Shiner",0
"13-8-2003","D","pool","Creek Chub",0
"13-8-2003","D","pool","Fathead Minnow",0
"13-8-2003","D","pool","Green Sunfish",0
"13-8-2003","D","pool","Johnny Darter",0
"13-8-2003","D","pool","Longear Sunfish",0
"13-8-2003","D","pool","Orangespotted Sunfish",0
"13-8-2003","D","pool","Orangethroated Darter",0
"13-8-2003","D","pool","Red Shiner",0
"13-8-2003","D","pool","Ringed Crayfish",0
"13-8-2003","D","pool","Sand Shiner",0
"13-8-2003","D","pool","Slender Madtom",0
"13-8-2003","D","pool","Southern Redbelly Dace",0
"13-8-2003","D","pool","Suckermouth Minnows",0
"13-8-2003","D","pool","Water Nymph Crayfish",0
"13-8-2003","D","pool","Western Mosquitofish",0
"13-8-2003","D","pool","White Sucker",0
"2-11-2003","C","pool","Bluegill",0
"2-11-2003","C","pool","Bluntnose Minnow",0
"2-11-2003","C","pool","Carmine Shiner",0
"2-11-2003","C","pool","Central Stoneroller",16
"2-11-2003","C","pool","Common Shiner",0
"2-11-2003","C","pool","Creek Chub",0
"2-11-2003","C","pool","Fathead Minnow",0
"2-11-2003","C","pool","Green Sunfish",0
"2-11-2003","C","pool","Johnny Darter",0
"2-11-2003","C","pool","Longear Sunfish",0
"2-11-2003","C","pool","Orangespotted Sunfish",0
"2-11-2003","C","pool","Orangethroated Darter",5
"2-11-2003","C","pool","Red Shiner",0
"2-11-2003","C","pool","Ringed Crayfish",0
"2-11-2003","C","pool","Sand Shiner",0
"2-11-2003","C","pool","Slender Madtom",0
"2-11-2003","C","pool","Southern Redbelly Dace",74
"2-11-2003","C","pool","Suckermouth Minnows",0
"2-11-2003","C","pool","Water Nymph Crayfish",0
"2-11-2003","C","pool","Western Mosquitofish",0
"2-11-2003","C","pool","White Sucker",0
"2-11-2003","D","pool","Bluegill",0
"2-11-2003","D","pool","Bluntnose Minnow",0
"2-11-2003","D","pool","Carmine Shiner",0
"2-11-2003","D","pool","Central Stoneroller",2
"2-11-2003","D","pool","Common Shiner",0
"2-11-2003","D","pool","Creek Chub",0
"2-11-2003","D","pool","Fathead Minnow",0
"2-11-2003","D","pool","Green Sunfish",0
"2-11-2003","D","pool","Johnny Darter",0
"2-11-2003","D","pool","Longear Sunfish",0
"2-11-2003","D","pool","Orangespotted Sunfish",0
"2-11-2003","D","pool","Orangethroated Darter",0
"2-11-2003","D","pool","Red Shiner",0
"2-11-2003","D","pool","Ringed Crayfish",0
"2-11-2003","D","pool","Sand Shiner",0
"2-11-2003","D","pool","Slender Madtom",0
"2-11-2003","D","pool","Southern Redbelly Dace",0
"2-11-2003","D","pool","Suckermouth Minnows",0
"2-11-2003","D","pool","Water Nymph Crayfish",0
"2-11-2003","D","pool","Western Mosquitofish",0
"2-11-2003","D","pool","White Sucker",0
"19-11-2003","A","pool","Bluegill",0
"19-11-2003","A","pool","Bluntnose Minnow",1
"19-11-2003","A","pool","Carmine Shiner",0
"19-11-2003","A","pool","Central Stoneroller",7
"19-11-2003","A","pool","Common Shiner",0
"19-11-2003","A","pool","Creek Chub",6
"19-11-2003","A","pool","Fathead Minnow",0
"19-11-2003","A","pool","Green Sunfish",0
"19-11-2003","A","pool","Johnny Darter",4
"19-11-2003","A","pool","Longear Sunfish",0
"19-11-2003","A","pool","Orangespotted Sunfish",0
"19-11-2003","A","pool","Orangethroated Darter",11
"19-11-2003","A","pool","Red Shiner",0
"19-11-2003","A","pool","Ringed Crayfish",0
"19-11-2003","A","pool","Sand Shiner",0
"19-11-2003","A","pool","Slender Madtom",1
"19-11-2003","A","pool","Southern Redbelly Dace",60
"19-11-2003","A","pool","Suckermouth Minnows",0
"19-11-2003","A","pool","Water Nymph Crayfish",0
"19-11-2003","A","pool","Western Mosquitofish",0
"19-11-2003","A","pool","White Sucker",3
"19-11-2003","A","riffle","Bluegill",0
"19-11-2003","A","riffle","Bluntnose Minnow",0
"19-11-2003","A","riffle","Carmine Shiner",0
"19-11-2003","A","riffle","Central Stoneroller",0
"19-11-2003","A","riffle","Common Shiner",0
"19-11-2003","A","riffle","Creek Chub",0
"19-11-2003","A","riffle","Fathead Minnow",0
"19-11-2003","A","riffle","Green Sunfish",0
"19-11-2003","A","riffle","Johnny Darter",0
"19-11-2003","A","riffle","Longear Sunfish",0
"19-11-2003","A","riffle","Orangespotted Sunfish",0
"19-11-2003","A","riffle","Orangethroated Darter",16
"19-11-2003","A","riffle","Red Shiner",0
"19-11-2003","A","riffle","Ringed Crayfish",0
"19-11-2003","A","riffle","Sand Shiner",0
"19-11-2003","A","riffle","Slender Madtom",0
"19-11-2003","A","riffle","Southern Redbelly Dace",1
"19-11-2003","A","riffle","Suckermouth Minnows",0
"19-11-2003","A","riffle","Water Nymph Crayfish",0
"19-11-2003","A","riffle","Western Mosquitofish",0
"19-11-2003","A","riffle","White Sucker",0
"22-3-2004","A","pool","Bluegill",0
"22-3-2004","A","pool","Bluntnose Minnow",1
"22-3-2004","A","pool","Carmine Shiner",0
"22-3-2004","A","pool","Central Stoneroller",33
"22-3-2004","A","pool","Common Shiner",0
"22-3-2004","A","pool","Creek Chub",9
"22-3-2004","A","pool","Fathead Minnow",0
"22-3-2004","A","pool","Green Sunfish",0
"22-3-2004","A","pool","Johnny Darter",7
"22-3-2004","A","pool","Longear Sunfish",0
"22-3-2004","A","pool","Orangespotted Sunfish",0
"22-3-2004","A","pool","Orangethroated Darter",5
"22-3-2004","A","pool","Red Shiner",4
"22-3-2004","A","pool","Ringed Crayfish",0
"22-3-2004","A","pool","Sand Shiner",0
"22-3-2004","A","pool","Slender Madtom",0
"22-3-2004","A","pool","Southern Redbelly Dace",75
"22-3-2004","A","pool","Suckermouth Minnows",0
"22-3-2004","A","pool","Water Nymph Crayfish",0
"22-3-2004","A","pool","Western Mosquitofish",0
"22-3-2004","A","pool","White Sucker",4
"22-3-2004","A","riffle","Bluegill",0
"22-3-2004","A","riffle","Bluntnose Minnow",0
"22-3-2004","A","riffle","Carmine Shiner",0
"22-3-2004","A","riffle","Central Stoneroller",12
"22-3-2004","A","riffle","Common Shiner",0
"22-3-2004","A","riffle","Creek Chub",0
"22-3-2004","A","riffle","Fathead Minnow",0
"22-3-2004","A","riffle","Green Sunfish",0
"22-3-2004","A","riffle","Johnny Darter",0
"22-3-2004","A","riffle","Longear Sunfish",0
"22-3-2004","A","riffle","Orangespotted Sunfish",0
"22-3-2004","A","riffle","Orangethroated Darter",13
"22-3-2004","A","riffle","Red Shiner",0
"22-3-2004","A","riffle","Ringed Crayfish",0
"22-3-2004","A","riffle","Sand Shiner",0
"22-3-2004","A","riffle","Slender Madtom",0
"22-3-2004","A","riffle","Southern Redbelly Dace",1
"22-3-2004","A","riffle","Suckermouth Minnows",0
"22-3-2004","A","riffle","Water Nymph Crayfish",0
"22-3-2004","A","riffle","Western Mosquitofish",0
"22-3-2004","A","riffle","White Sucker",0
"22-3-2004","C","pool","Bluegill",0
"22-3-2004","C","pool","Bluntnose Minnow",0
"22-3-2004","C","pool","Carmine Shiner",0
"22-3-2004","C","pool","Central Stoneroller",2
"22-3-2004","C","pool","Common Shiner",0
"22-3-2004","C","pool","Creek Chub",0
"22-3-2004","C","pool","Fathead Minnow",0
"22-3-2004","C","pool","Green Sunfish",0
"22-3-2004","C","pool","Johnny Darter",0
"22-3-2004","C","pool","Longear Sunfish",0
"22-3-2004","C","pool","Orangespotted Sunfish",0
"22-3-2004","C","pool","Orangethroated Darter",8
"22-3-2004","C","pool","Red Shiner",0
"22-3-2004","C","pool","Ringed Crayfish",0
"22-3-2004","C","pool","Sand Shiner",0
"22-3-2004","C","pool","Slender Madtom",0
"22-3-2004","C","pool","Southern Redbelly Dace",49
"22-3-2004","C","pool","Suckermouth Minnows",0
"22-3-2004","C","pool","Water Nymph Crayfish",0
"22-3-2004","C","pool","Western Mosquitofish",0
"22-3-2004","C","pool","White Sucker",0
"22-3-2004","D","pool","Bluegill",0
"22-3-2004","D","pool","Bluntnose Minnow",0
"22-3-2004","D","pool","Carmine Shiner",0
"22-3-2004","D","pool","Central Stoneroller",11
"22-3-2004","D","pool","Common Shiner",0
"22-3-2004","D","pool","Creek Chub",0
"22-3-2004","D","pool","Fathead Minnow",0
"22-3-2004","D","pool","Green Sunfish",0
"22-3-2004","D","pool","Johnny Darter",0
"22-3-2004","D","pool","Longear Sunfish",0
"22-3-2004","D","pool","Orangespotted Sunfish",0
"22-3-2004","D","pool","Orangethroated Darter",0
"22-3-2004","D","pool","Red Shiner",0
"22-3-2004","D","pool","Ringed Crayfish",0
"22-3-2004","D","pool","Sand Shiner",0
"22-3-2004","D","pool","Slender Madtom",0
"22-3-2004","D","pool","Southern Redbelly Dace",0
"22-3-2004","D","pool","Suckermouth Minnows",0
"22-3-2004","D","pool","Water Nymph Crayfish",0
"22-3-2004","D","pool","Western Mosquitofish",0
"22-3-2004","D","pool","White Sucker",0
"2-6-2004","A","pool","Bluegill",0
"2-6-2004","A","pool","Bluntnose Minnow",0
"2-6-2004","A","pool","Carmine Shiner",0
"2-6-2004","A","pool","Central Stoneroller",44
"2-6-2004","A","pool","Common Shiner",0
"2-6-2004","A","pool","Creek Chub",5
"2-6-2004","A","pool","Fathead Minnow",0
"2-6-2004","A","pool","Green Sunfish",0
"2-6-2004","A","pool","Johnny Darter",1
"2-6-2004","A","pool","Longear Sunfish",0
"2-6-2004","A","pool","Orangespotted Sunfish",0
"2-6-2004","A","pool","Orangethroated Darter",12
"2-6-2004","A","pool","Red Shiner",1
"2-6-2004","A","pool","Ringed Crayfish",0
"2-6-2004","A","pool","Sand Shiner",0
"2-6-2004","A","pool","Slender Madtom",0
"2-6-2004","A","pool","Southern Redbelly Dace",109
"2-6-2004","A","pool","Suckermouth Minnows",0
"2-6-2004","A","pool","Water Nymph Crayfish",0
"2-6-2004","A","pool","Western Mosquitofish",0
"2-6-2004","A","pool","White Sucker",0
"2-6-2004","A","riffle","Bluegill",0
"2-6-2004","A","riffle","Bluntnose Minnow",0
"2-6-2004","A","riffle","Carmine Shiner",0
"2-6-2004","A","riffle","Central Stoneroller",2
"2-6-2004","A","riffle","Common Shiner",0
"2-6-2004","A","riffle","Creek Chub",0
"2-6-2004","A","riffle","Fathead Minnow",0
"2-6-2004","A","riffle","Green Sunfish",0
"2-6-2004","A","riffle","Johnny Darter",0
"2-6-2004","A","riffle","Longear Sunfish",0
"2-6-2004","A","riffle","Orangespotted Sunfish",0
"2-6-2004","A","riffle","Orangethroated Darter",2
"2-6-2004","A","riffle","Red Shiner",0
"2-6-2004","A","riffle","Ringed Crayfish",0
"2-6-2004","A","riffle","Sand Shiner",0
"2-6-2004","A","riffle","Slender Madtom",0
"2-6-2004","A","riffle","Southern Redbelly Dace",52
"2-6-2004","A","riffle","Suckermouth Minnows",0
"2-6-2004","A","riffle","Water Nymph Crayfish",0
"2-6-2004","A","riffle","Western Mosquitofish",0
"2-6-2004","A","riffle","White Sucker",0
"2-6-2004","C","pool","Bluegill",0
"2-6-2004","C","pool","Bluntnose Minnow",0
"2-6-2004","C","pool","Carmine Shiner",0
"2-6-2004","C","pool","Central Stoneroller",1
"2-6-2004","C","pool","Common Shiner",0
"2-6-2004","C","pool","Creek Chub",0
"2-6-2004","C","pool","Fathead Minnow",0
"2-6-2004","C","pool","Green Sunfish",0
"2-6-2004","C","pool","Johnny Darter",0
"2-6-2004","C","pool","Longear Sunfish",0
"2-6-2004","C","pool","Orangespotted Sunfish",0
"2-6-2004","C","pool","Orangethroated Darter",4
"2-6-2004","C","pool","Red Shiner",0
"2-6-2004","C","pool","Ringed Crayfish",0
"2-6-2004","C","pool","Sand Shiner",0
"2-6-2004","C","pool","Slender Madtom",0
"2-6-2004","C","pool","Southern Redbelly Dace",56
"2-6-2004","C","pool","Suckermouth Minnows",0
"2-6-2004","C","pool","Water Nymph Crayfish",0
"2-6-2004","C","pool","Western Mosquitofish",0
"2-6-2004","C","pool","White Sucker",0
"2-6-2004","D","pool","Bluegill",0
"2-6-2004","D","pool","Bluntnose Minnow",0
"2-6-2004","D","pool","Carmine Shiner",0
"2-6-2004","D","pool","Central Stoneroller",34
"2-6-2004","D","pool","Common Shiner",0
"2-6-2004","D","pool","Creek Chub",0
"2-6-2004","D","pool","Fathead Minnow",0
"2-6-2004","D","pool","Green Sunfish",0
"2-6-2004","D","pool","Johnny Darter",0
"2-6-2004","D","pool","Longear Sunfish",0
"2-6-2004","D","pool","Orangespotted Sunfish",0
"2-6-2004","D","pool","Orangethroated Darter",0
"2-6-2004","D","pool","Red Shiner",0
"2-6-2004","D","pool","Ringed Crayfish",0
"2-6-2004","D","pool","Sand Shiner",0
"2-6-2004","D","pool","Slender Madtom",0
"2-6-2004","D","pool","Southern Redbelly Dace",0
"2-6-2004","D","pool","Suckermouth Minnows",0
"2-6-2004","D","pool","Water Nymph Crayfish",0
"2-6-2004","D","pool","Western Mosquitofish",0
"2-6-2004","D","pool","White Sucker",0
"15-9-2004","C","pool","Bluegill",0
"15-9-2004","C","pool","Bluntnose Minnow",0
"15-9-2004","C","pool","Carmine Shiner",0
"15-9-2004","C","pool","Central Stoneroller",12
"15-9-2004","C","pool","Common Shiner",0
"15-9-2004","C","pool","Creek Chub",1
"15-9-2004","C","pool","Fathead Minnow",0
"15-9-2004","C","pool","Green Sunfish",0
"15-9-2004","C","pool","Johnny Darter",0
"15-9-2004","C","pool","Longear Sunfish",0
"15-9-2004","C","pool","Orangespotted Sunfish",0
"15-9-2004","C","pool","Orangethroated Darter",7
"15-9-2004","C","pool","Red Shiner",0
"15-9-2004","C","pool","Ringed Crayfish",0
"15-9-2004","C","pool","Sand Shiner",0
"15-9-2004","C","pool","Slender Madtom",0
"15-9-2004","C","pool","Southern Redbelly Dace",23
"15-9-2004","C","pool","Suckermouth Minnows",0
"15-9-2004","C","pool","Water Nymph Crayfish",0
"15-9-2004","C","pool","Western Mosquitofish",0
"15-9-2004","C","pool","White Sucker",0
"15-9-2004","D","pool","Bluegill",0
"15-9-2004","D","pool","Bluntnose Minnow",0
"15-9-2004","D","pool","Carmine Shiner",0
"15-9-2004","D","pool","Central Stoneroller",38
"15-9-2004","D","pool","Common Shiner",0
"15-9-2004","D","pool","Creek Chub",0
"15-9-2004","D","pool","Fathead Minnow",0
"15-9-2004","D","pool","Green Sunfish",10
"15-9-2004","D","pool","Johnny Darter",0
"15-9-2004","D","pool","Longear Sunfish",0
"15-9-2004","D","pool","Orangespotted Sunfish",0
"15-9-2004","D","pool","Orangethroated Darter",0
"15-9-2004","D","pool","Red Shiner",0
"15-9-2004","D","pool","Ringed Crayfish",0
"15-9-2004","D","pool","Sand Shiner",0
"15-9-2004","D","pool","Slender Madtom",0
"15-9-2004","D","pool","Southern Redbelly Dace",0
"15-9-2004","D","pool","Suckermouth Minnows",0
"15-9-2004","D","pool","Water Nymph Crayfish",0
"15-9-2004","D","pool","Western Mosquitofish",0
"15-9-2004","D","pool","White Sucker",0
"17-9-2004","A","pool","Bluegill",0
"17-9-2004","A","pool","Bluntnose Minnow",1
"17-9-2004","A","pool","Carmine Shiner",0
"17-9-2004","A","pool","Central Stoneroller",27
"17-9-2004","A","pool","Common Shiner",1
"17-9-2004","A","pool","Creek Chub",9
"17-9-2004","A","pool","Fathead Minnow",0
"17-9-2004","A","pool","Green Sunfish",0
"17-9-2004","A","pool","Johnny Darter",0
"17-9-2004","A","pool","Longear Sunfish",0
"17-9-2004","A","pool","Orangespotted Sunfish",0
"17-9-2004","A","pool","Orangethroated Darter",7
"17-9-2004","A","pool","Red Shiner",0
"17-9-2004","A","pool","Ringed Crayfish",0
"17-9-2004","A","pool","Sand Shiner",1
"17-9-2004","A","pool","Slender Madtom",0
"17-9-2004","A","pool","Southern Redbelly Dace",16
"17-9-2004","A","pool","Suckermouth Minnows",1
"17-9-2004","A","pool","Water Nymph Crayfish",0
"17-9-2004","A","pool","Western Mosquitofish",0
"17-9-2004","A","pool","White Sucker",4
"17-9-2004","A","riffle","Bluegill",0
"17-9-2004","A","riffle","Bluntnose Minnow",0
"17-9-2004","A","riffle","Carmine Shiner",0
"17-9-2004","A","riffle","Central Stoneroller",0
"17-9-2004","A","riffle","Common Shiner",0
"17-9-2004","A","riffle","Creek Chub",0
"17-9-2004","A","riffle","Fathead Minnow",0
"17-9-2004","A","riffle","Green Sunfish",0
"17-9-2004","A","riffle","Johnny Darter",0
"17-9-2004","A","riffle","Longear Sunfish",0
"17-9-2004","A","riffle","Orangespotted Sunfish",0
"17-9-2004","A","riffle","Orangethroated Darter",26
"17-9-2004","A","riffle","Red Shiner",0
"17-9-2004","A","riffle","Ringed Crayfish",0
"17-9-2004","A","riffle","Sand Shiner",0
"17-9-2004","A","riffle","Slender Madtom",0
"17-9-2004","A","riffle","Southern Redbelly Dace",1
"17-9-2004","A","riffle","Suckermouth Minnows",0
"17-9-2004","A","riffle","Water Nymph Crayfish",0
"17-9-2004","A","riffle","Western Mosquitofish",0
"17-9-2004","A","riffle","White Sucker",0
"23-11-2004","A","pool","Bluegill",0
"23-11-2004","A","pool","Bluntnose Minnow",0
"23-11-2004","A","pool","Carmine Shiner",0
"23-11-2004","A","pool","Central Stoneroller",12
"23-11-2004","A","pool","Common Shiner",0
"23-11-2004","A","pool","Creek Chub",5
"23-11-2004","A","pool","Fathead Minnow",0
"23-11-2004","A","pool","Green Sunfish",0
"23-11-2004","A","pool","Johnny Darter",1
"23-11-2004","A","pool","Longear Sunfish",0
"23-11-2004","A","pool","Orangespotted Sunfish",0
"23-11-2004","A","pool","Orangethroated Darter",13
"23-11-2004","A","pool","Red Shiner",0
"23-11-2004","A","pool","Ringed Crayfish",0
"23-11-2004","A","pool","Sand Shiner",0
"23-11-2004","A","pool","Slender Madtom",0
"23-11-2004","A","pool","Southern Redbelly Dace",25
"23-11-2004","A","pool","Suckermouth Minnows",0
"23-11-2004","A","pool","Water Nymph Crayfish",0
"23-11-2004","A","pool","Western Mosquitofish",0
"23-11-2004","A","pool","White Sucker",1
"23-11-2004","A","riffle","Bluegill",0
"23-11-2004","A","riffle","Bluntnose Minnow",0
"23-11-2004","A","riffle","Carmine Shiner",0
"23-11-2004","A","riffle","Central Stoneroller",0
"23-11-2004","A","riffle","Common Shiner",0
"23-11-2004","A","riffle","Creek Chub",0
"23-11-2004","A","riffle","Fathead Minnow",0
"23-11-2004","A","riffle","Green Sunfish",0
"23-11-2004","A","riffle","Johnny Darter",0
"23-11-2004","A","riffle","Longear Sunfish",0
"23-11-2004","A","riffle","Orangespotted Sunfish",0
"23-11-2004","A","riffle","Orangethroated Darter",17
"23-11-2004","A","riffle","Red Shiner",0
"23-11-2004","A","riffle","Ringed Crayfish",0
"23-11-2004","A","riffle","Sand Shiner",0
"23-11-2004","A","riffle","Slender Madtom",0
"23-11-2004","A","riffle","Southern Redbelly Dace",0
"23-11-2004","A","riffle","Suckermouth Minnows",0
"23-11-2004","A","riffle","Water Nymph Crayfish",0
