"date","site","habitat","common_name","count"
"18-5-2007","E","pool","Creek Chub",1
"18-5-2007","E","pool","Fathead Minnow",0
"18-5-2007","E","pool","Green Sunfish",0
"18-5-2007","E","pool","Johnny Darter",0
"18-5-2007","E","pool","Longear Sunfish",0
"18-5-2007","E","pool","Orangespotted Sunfish",0
"18-5-2007","E","pool","Orangethroated Darter",1
"18-5-2007","E","pool","Red Shiner",0
"18-5-2007","E","pool","Ringed Crayfish",0
"18-5-2007","E","pool","Sand Shiner",0
"18-5-2007","E","pool","Slender Madtom",0
"18-5-2007","E","pool","Southern Redbelly Dace",4
"18-5-2007","E","pool","Suckermouth Minnows",0
"18-5-2007","E","pool","Water Nymph Crayfish",0
"18-5-2007","E","pool","Western Mosquitofish",0
"18-5-2007","E","pool","White Sucker",0
"1-6-2007","A","pool","Bluegill",0
"1-6-2007","A","pool","Bluntnose Minnow",0
"1-6-2007","A","pool","Carmine Shiner",0
"1-6-2007","A","pool","Central Stoneroller",11
"1-6-2007","A","pool","Common Shiner",0
"1-6-2007","A","pool","Creek Chub",38
"1-6-2007","A","pool","Fathead Minnow",0
"1-6-2007","A","pool","Green Sunfish",0
"1-6-2007","A","pool","Johnny Darter",1
"1-6-2007","A","pool","Longear Sunfish",0
"1-6-2007","A","pool","Orangespotted Sunfish",0
"1-6-2007","A","pool","Orangethroated Darter",12
"1-6-2007","A","pool","Red Shiner",0
"1-6-2007","A","pool","Ringed Crayfish",0
"1-6-2007","A","pool","Sand Shiner",0
"1-6-2007","A","pool","Slender Madtom",0
"1-6-2007","A","pool","Southern Redbelly Dace",17
"1-6-2007","A","pool","Suckermouth Minnows",0
"1-6-2007","A","pool","Water Nymph Crayfish",0
"1-6-2007","A","pool","Western Mosquitofish",0
"1-6-2007","A","pool","White Sucker",1
"1-6-2007","A","riffle","Bluegill",0
"1-6-2007","A","riffle","Bluntnose Minnow",0
"1-6-2007","A","riffle","Carmine Shiner",0
"1-6-2007","A","riffle","Central Stoneroller",0
"1-6-2007","A","riffle","Common Shiner",0
"1-6-2007","A","riffle","Creek Chub",0
"1-6-2007","A","riffle","Fathead Minnow",0
"1-6-2007","A","riffle","Green Sunfish",0
"1-6-2007","A","riffle","Johnny Darter",0
"1-6-2007","A","riffle","Longear Sunfish",0
"1-6-2007","A","riffle","Orangespotted Sunfish",0
"1-6-2007","A","riffle","Orangethroated Darter",6
"1-6-2007","A","riffle","Red Shiner",0
"1-6-2007","A","riffle","Ringed Crayfish",0
"1-6-2007","A","riffle","Sand Shiner",0
"1-6-2007","A","riffle","Slender Madtom",0
"1-6-2007","A","riffle","Southern Redbelly Dace",0
"1-6-2007","A","riffle","Suckermouth Minnows",0
"1-6-2007","A","riffle","Water Nymph Crayfish",0
"1-6-2007","A","riffle","Western Mosquitofish",0
"1-6-2007","A","riffle","White Sucker",0
"15-8-2007","A","pool","Bluegill",0
"15-8-2007","A","pool","Bluntnose Minnow",0
"15-8-2007","A","pool","Carmine Shiner",0
"15-8-2007","A","pool","Central Stoneroller",20
"15-8-2007","A","pool","Common Shiner",0
"15-8-2007","A","pool","Creek Chub",10
"15-8-2007","A","pool","Fathead Minnow",0
"15-8-2007","A","pool","Green Sunfish",0
"15-8-2007","A","pool","Johnny Darter",0
"15-8-2007","A","pool","Longear Sunfish",0
"15-8-2007","A","pool","Orangespotted Sunfish",0
"15-8-2007","A","pool","Orangethroated Darter",10
"15-8-2007","A","pool","Red Shiner",0
"15-8-2007","A","pool","Ringed Crayfish",0
"15-8-2007","A","pool","Sand Shiner",0
"15-8-2007","A","pool","Slender Madtom",0
"15-8-2007","A","pool","Southern Redbelly Dace",67
"15-8-2007","A","pool","Suckermouth Minnows",0
"15-8-2007","A","pool","Water Nymph Crayfish",0
"15-8-2007","A","pool","Western Mosquitofish",0
"15-8-2007","A","pool","White Sucker",2
"15-8-2007","A","riffle","Bluegill",0
"15-8-2007","A","riffle","Bluntnose Minnow",0
"15-8-2007","A","riffle","Carmine Shiner",0
"15-8-2007","A","riffle","Central Stoneroller",3
"15-8-2007","A","riffle","Common Shiner",0
"15-8-2007","A","riffle","Creek Chub",1
"15-8-2007","A","riffle","Fathead Minnow",0
"15-8-2007","A","riffle","Green Sunfish",0
"15-8-2007","A","riffle","Johnny Darter",0
"15-8-2007","A","riffle","Longear Sunfish",0
"15-8-2007","A","riffle","Orangespotted Sunfish",0
"15-8-2007","A","riffle","Orangethroated Darter",24
"15-8-2007","A","riffle","Red Shiner",0
"15-8-2007","A","riffle","Ringed Crayfish",0
"15-8-2007","A","riffle","Sand Shiner",0
"15-8-2007","A","riffle","Slender Madtom",0
"15-8-2007","A","riffle","Southern Redbelly Dace",3
"15-8-2007","A","riffle","Suckermouth Minnows",0
"15-8-2007","A","riffle","Water Nymph Crayfish",0
"15-8-2007","A","riffle","Western Mosquitofish",0
"15-8-2007","A","riffle","White Sucker",0
"15-8-2007","C","pool","Bluegill",0
"15-8-2007","C","pool","Bluntnose Minnow",0
"15-8-2007","C","pool","Carmine Shiner",0
"15-8-2007","C","pool","Central Stoneroller",5
"15-8-2007","C","pool","Common Shiner",0
"15-8-2007","C","pool","Creek Chub",0
"15-8-2007","C","pool","Fathead Minnow",0
"15-8-2007","C","pool","Green Sunfish",0
"15-8-2007","C","pool","Johnny Darter",0
"15-8-2007","C","pool","Longear Sunfish",0
"15-8-2007","C","pool","Orangespotted Sunfish",0
"15-8-2007","C","pool","Orangethroated Darter",5
"15-8-2007","C","pool","Red Shiner",0
"15-8-2007","C","pool","Ringed Crayfish",0
"15-8-2007","C","pool","Sand Shiner",0
"15-8-2007","C","pool","Slender Madtom",0
"15-8-2007","C","pool","Southern Redbelly Dace",34
"15-8-2007","C","pool","Suckermouth Minnows",0
"15-8-2007","C","pool","Water Nymph Crayfish",0
"15-8-2007","C","pool","Western Mosquitofish",0
"15-8-2007","C","pool","White Sucker",0
"15-8-2007","D","pool","Bluegill",0
"15-8-2007","D","pool","Bluntnose Minnow",0
"15-8-2007","D","pool","Carmine Shiner",0
"15-8-2007","D","pool","Central Stoneroller",0
"15-8-2007","D","pool","Common Shiner",0
"15-8-2007","D","pool","Creek Chub",0
"15-8-2007","D","pool","Fathead Minnow",0
"15-8-2007","D","pool","Green Sunfish",0
"15-8-2007","D","pool","Johnny Darter",0
"15-8-2007","D","pool","Longear Sunfish",0
"15-8-2007","D","pool","Orangespotted Sunfish",0
"15-8-2007","D","pool","Orangethroated Darter",0
"15-8-2007","D","pool","Red Shiner",0
"15-8-2007","D","pool","Ringed Crayfish",0
"15-8-2007","D","pool","Sand Shiner",0
"15-8-2007","D","pool","Slender Madtom",0
"15-8-2007","D","pool","Southern Redbelly Dace",0
"15-8-2007","D","pool","Suckermouth Minnows",0
"15-8-2007","D","pool","Water Nymph Crayfish",0
"15-8-2007","D","pool","Western Mosquitofish",0
"15-8-2007","D","pool","White Sucker",0
"15-8-2007","E","pool","Bluegill",0
"15-8-2007","E","pool","Bluntnose Minnow",0
"15-8-2007","E","pool","Carmine Shiner",0
"15-8-2007","E","pool","Central Stoneroller",38
"15-8-2007","E","pool","Common Shiner",0
"15-8-2007","E","pool","Creek Chub",26
"15-8-2007","E","pool","Fathead Minnow",0
"15-8-2007","E","pool","Green Sunfish",0
"15-8-2007","E","pool","Johnny Darter",0
"15-8-2007","E","pool","Longear Sunfish",0
"15-8-2007","E","pool","Orangespotted Sunfish",0
"15-8-2007","E","pool","Orangethroated Darter",14
"15-8-2007","E","pool","Red Shiner",0
"15-8-2007","E","pool","Ringed Crayfish",0
"15-8-2007","E","pool","Sand Shiner",0
"15-8-2007","E","pool","Slender Madtom",0
"15-8-2007","E","pool","Southern Redbelly Dace",45
"15-8-2007","E","pool","Suckermouth Minnows",0
"15-8-2007","E","pool","Water Nymph Crayfish",0
"15-8-2007","E","pool","Western Mosquitofish",0
"15-8-2007","E","pool","White Sucker",0
"20-11-2007","A","pool","Bluegill",0
"20-11-2007","A","pool","Bluntnose Minnow",0
"20-11-2007","A","pool","Carmine Shiner",0
"20-11-2007","A","pool","Central Stoneroller",60
"20-11-2007","A","pool","Common Shiner",1
"20-11-2007","A","pool","Creek Chub",25
"20-11-2007","A","pool","Fathead Minnow",0
"20-11-2007","A","pool","Green Sunfish",0
"20-11-2007","A","pool","Johnny Darter",1
"20-11-2007","A","pool","Longear Sunfish",0
"20-11-2007","A","pool","Orangespotted Sunfish",0
"20-11-2007","A","pool","Orangethroated Darter",97
"20-11-2007","A","pool","Red Shiner",0
"20-11-2007","A","pool","Ringed Crayfish",0
"20-11-2007","A","pool","Sand Shiner",0
"20-11-2007","A","pool","Slender Madtom",0
"20-11-2007","A","pool","Southern Redbelly Dace",113
"20-11-2007","A","pool","Suckermouth Minnows",1
"20-11-2007","A","pool","Water Nymph Crayfish",0
"20-11-2007","A","pool","Western Mosquitofish",1
"20-11-2007","A","pool","White Sucker",0
"20-11-2007","A","riffle","Bluegill",0
"20-11-2007","A","riffle","Bluntnose Minnow",0
"20-11-2007","A","riffle","Carmine Shiner",0
"20-11-2007","A","riffle","Central Stoneroller",1
"20-11-2007","A","riffle","Common Shiner",0
"20-11-2007","A","riffle","Creek Chub",0
"20-11-2007","A","riffle","Fathead Minnow",0
"20-11-2007","A","riffle","Green Sunfish",0
"20-11-2007","A","riffle","Johnny Darter",0
"20-11-2007","A","riffle","Longear Sunfish",0
"20-11-2007","A","riffle","Orangespotted Sunfish",0
"20-11-2007","A","riffle","Orangethroated Darter",10
"20-11-2007","A","riffle","Red Shiner",0
"20-11-2007","A","riffle","Ringed Crayfish",0
"20-11-2007","A","riffle","Sand Shiner",0
"20-11-2007","A","riffle","Slender Madtom",0
"20-11-2007","A","riffle","Southern Redbelly Dace",2
"20-11-2007","A","riffle","Suckermouth Minnows",0
"20-11-2007","A","riffle","Water Nymph Crayfish",0
"20-11-2007","A","riffle","Western Mosquitofish",0
"20-11-2007","A","riffle","White Sucker",0
"20-11-2007","C","pool","Bluegill",0
"20-11-2007","C","pool","Bluntnose Minnow",0
"20-11-2007","C","pool","Carmine Shiner",0
"20-11-2007","C","pool","Central Stoneroller",1
"20-11-2007","C","pool","Common Shiner",0
"20-11-2007","C","pool","Creek Chub",0
"20-11-2007","C","pool","Fathead Minnow",0
"20-11-2007","C","pool","Green Sunfish",0
"20-11-2007","C","pool","Johnny Darter",0
"20-11-2007","C","pool","Longear Sunfish",0
"20-11-2007","C","pool","Orangespotted Sunfish",0
"20-11-2007","C","pool","Orangethroated Darter",19
"20-11-2007","C","pool","Red Shiner",0
"20-11-2007","C","pool","Ringed Crayfish",0
"20-11-2007","C","pool","Sand Shiner",0
"20-11-2007","C","pool","Slender Madtom",0
"20-11-2007","C","pool","Southern Redbelly Dace",11
"20-11-2007","C","pool","Suckermouth Minnows",0
"20-11-2007","C","pool","Water Nymph Crayfish",0
"20-11-2007","C","pool","Western Mosquitofish",0
"20-11-2007","C","pool","White Sucker",0
"20-11-2007","E","pool","Bluegill",0
"20-11-2007","E","pool","Bluntnose Minnow",0
"20-11-2007","E","pool","Carmine Shiner",0
"20-11-2007","E","pool","Central Stoneroller",20
"20-11-2007","E","pool","Common Shiner",0
"20-11-2007","E","pool","Creek Chub",24
"20-11-2007","E","pool","Fathead Minnow",0
"20-11-2007","E","pool","Green Sunfish",0
"20-11-2007","E","pool","Johnny Darter",0
"20-11-2007","E","pool","Longear Sunfish",0
"20-11-2007","E","pool","Orangespotted Sunfish",0
"20-11-2007","E","pool","Orangethroated Darter",15
"20-11-2007","E","pool","Red Shiner",0
"20-11-2007","E","pool","Ringed Crayfish",0
"20-11-2007","E","pool","Sand Shiner",0
"20-11-2007","E","pool","Slender Madtom",0
"20-11-2007","E","pool","Southern Redbelly Dace",18
"20-11-2007","E","pool","Suckermouth Minnows",0
"20-11-2007","E","pool","Water Nymph Crayfish",0
"20-11-2007","E","pool","Western Mosquitofish",0
"20-11-2007","E","pool","White Sucker",0
"13-5-2008","A","pool","Bluegill",0
"13-5-2008","A","pool","Bluntnose Minnow",0
"13-5-2008","A","pool","Carmine Shiner",0
"13-5-2008","A","pool","Central Stoneroller",6
"13-5-2008","A","pool","Common Shiner",0
"13-5-2008","A","pool","Creek Chub",0
"13-5-2008","A","pool","Fathead Minnow",0
"13-5-2008","A","pool","Green Sunfish",0
"13-5-2008","A","pool","Johnny Darter",0
"13-5-2008","A","pool","Longear Sunfish",0
"13-5-2008","A","pool","Orangespotted Sunfish",0
"13-5-2008","A","pool","Orangethroated Darter",10
"13-5-2008","A","pool","Red Shiner",0
"13-5-2008","A","pool","Ringed Crayfish",0
"13-5-2008","A","pool","Sand Shiner",0
"13-5-2008","A","pool","Slender Madtom",0
"13-5-2008","A","pool","Southern Redbelly Dace",34
"13-5-2008","A","pool","Suckermouth Minnows",0
"13-5-2008","A","pool","Water Nymph Crayfish",0
"13-5-2008","A","pool","Western Mosquitofish",0
"13-5-2008","A","pool","White Sucker",1
"13-5-2008","A","riffle","Bluegill",0
"13-5-2008","A","riffle","Bluntnose Minnow",0
"13-5-2008","A","riffle","Carmine Shiner",0
"13-5-2008","A","riffle","Central Stoneroller",0
"13-5-2008","A","riffle","Common Shiner",0
"13-5-2008","A","riffle","Creek Chub",0
"13-5-2008","A","riffle","Fathead Minnow",0
"13-5-2008","A","riffle","Green Sunfish",0
"13-5-2008","A","riffle","Johnny Darter",0
"13-5-2008","A","riffle","Longear Sunfish",0
"13-5-2008","A","riffle","Orangespotted Sunfish",0
"13-5-2008","A","riffle","Orangethroated Darter",8
"13-5-2008","A","riffle","Red Shiner",0
"13-5-2008","A","riffle","Ringed Crayfish",0
"13-5-2008","A","riffle","Sand Shiner",0
"13-5-2008","A","riffle","Slender Madtom",0
"13-5-2008","A","riffle","Southern Redbelly Dace",0
"13-5-2008","A","riffle","Suckermouth Minnows",0
"13-5-2008","A","riffle","Water Nymph Crayfish",0
"13-5-2008","A","riffle","Western Mosquitofish",0
"13-5-2008","A","riffle","White Sucker",0
"13-5-2008","C","pool","Bluegill",0
"13-5-2008","C","pool","Bluntnose Minnow",0
"13-5-2008","C","pool","Carmine Shiner",0
"13-5-2008","C","pool","Central Stoneroller",4
"13-5-2008","C","pool","Common Shiner",0
"13-5-2008","C","pool","Creek Chub",0
"13-5-2008","C","pool","Fathead Minnow",0
"13-5-2008","C","pool","Green Sunfish",0
"13-5-2008","C","pool","Johnny Darter",0
"13-5-2008","C","pool","Longear Sunfish",0
"13-5-2008","C","pool","Orangespotted Sunfish",0
"13-5-2008","C","pool","Orangethroated Darter",16
"13-5-2008","C","pool","Red Shiner",0
"13-5-2008","C","pool","Ringed Crayfish",0
"13-5-2008","C","pool","Sand Shiner",0
"13-5-2008","C","pool","Slender Madtom",0
"13-5-2008","C","pool","Southern Redbelly Dace",22
"13-5-2008","C","pool","Suckermouth Minnows",0
"13-5-2008","C","pool","Water Nymph Crayfish",0
"13-5-2008","C","pool","Western Mosquitofish",0
"13-5-2008","C","pool","White Sucker",0
"13-5-2008","E","pool","Bluegill",0
"13-5-2008","E","pool","Bluntnose Minnow",0
"13-5-2008","E","pool","Carmine Shiner",0
"13-5-2008","E","pool","Central Stoneroller",1
"13-5-2008","E","pool","Common Shiner",0
"13-5-2008","E","pool","Creek Chub",3
"13-5-2008","E","pool","Fathead Minnow",0
"13-5-2008","E","pool","Green Sunfish",0
"13-5-2008","E","pool","Johnny Darter",0
"13-5-2008","E","pool","Longear Sunfish",0
"13-5-2008","E","pool","Orangespotted Sunfish",0
"13-5-2008","E","pool","Orangethroated Darter",0
"13-5-2008","E","pool","Red Shiner",0
"13-5-2008","E","pool","Ringed Crayfish",0
"13-5-2008","E","pool","Sand Shiner",0
"13-5-2008","E","pool","Slender Madtom",0
"13-5-2008","E","pool","Southern Redbelly Dace",3
"13-5-2008","E","pool","Suckermouth Minnows",0
"13-5-2008","E","pool","Water Nymph Crayfish",0
"13-5-2008","E","pool","Western Mosquitofish",0
"13-5-2008","E","pool","White Sucker",0
"29-8-2008","A","pool","Bluegill",0
"29-8-2008","A","pool","Bluntnose Minnow",0
"29-8-2008","A","pool","Carmine Shiner",0
"29-8-2008","A","pool","Central Stoneroller",22
"29-8-2008","A","pool","Common Shiner",0
"29-8-2008","A","pool","Creek Chub",10
"29-8-2008","A","pool","Fathead Minnow",0
"29-8-2008","A","pool","Green Sunfish",0
"29-8-2008","A","pool","Johnny Darter",6
"29-8-2008","A","pool","Longear Sunfish",0
"29-8-2008","A","pool","Orangespotted Sunfish",0
"29-8-2008","A","pool","Orangethroated Darter",13
"29-8-2008","A","pool","Red Shiner",0
"29-8-2008","A","pool","Ringed Crayfish",0
"29-8-2008","A","pool","Sand Shiner",0
"29-8-2008","A","pool","Slender Madtom",0
"29-8-2008","A","pool","Southern Redbelly Dace",49
"29-8-2008","A","pool","Suckermouth Minnows",0
"29-8-2008","A","pool","Water Nymph Crayfish",0
"29-8-2008","A","pool","Western Mosquitofish",0
"29-8-2008","A","pool","White Sucker",8
"29-8-2008","A","riffle","Bluegill",0
"29-8-2008","A","riffle","Bluntnose Minnow",0
"29-8-2008","A","riffle","Carmine Shiner",0
"29-8-2008","A","riffle","Central Stoneroller",0
"29-8-2008","A","riffle","Common Shiner",0
"29-8-2008","A","riffle","Creek Chub",0
"29-8-2008","A","riffle","Fathead Minnow",0
"29-8-2008","A","riffle","Green Sunfish",0
"29-8-2008","A","riffle","Johnny Darter",0
"29-8-2008","A","riffle","Longear Sunfish",0
"29-8-2008","A","riffle","Orangespotted Sunfish",0
"29-8-2008","A","riffle","Orangethroated Darter",23
"29-8-2008","A","riffle","Red Shiner",0
"29-8-2008","A","riffle","Ringed Crayfish",0
"29-8-2008","A","riffle","Sand Shiner",0
"29-8-2008","A","riffle","Slender Madtom",0
"29-8-2008","A","riffle","Southern Redbelly Dace",0
"29-8-2008","A","riffle","Suckermouth Minnows",0
"29-8-2008","A","riffle","Water Nymph Crayfish",0
"29-8-2008","A","riffle","Western Mosquitofish",0
"29-8-2008","A","riffle","White Sucker",0
"29-8-2008","C","pool","Bluegill",0
"29-8-2008","C","pool","Bluntnose Minnow",0
"29-8-2008","C","pool","Carmine Shiner",0
"29-8-2008","C","pool","Central Stoneroller",1
"29-8-2008","C","pool","Common Shiner",0
"29-8-2008","C","pool","Creek Chub",1
"29-8-2008","C","pool","Fathead Minnow",0
"29-8-2008","C","pool","Green Sunfish",0
"29-8-2008","C","pool","Johnny Darter",0
"29-8-2008","C","pool","Longear Sunfish",0
"29-8-2008","C","pool","Orangespotted Sunfish",0
"29-8-2008","C","pool","Orangethroated Darter",6
"29-8-2008","C","pool","Red Shiner",0
"29-8-2008","C","pool","Ringed Crayfish",0
"29-8-2008","C","pool","Sand Shiner",0
"29-8-2008","C","pool","Slender Madtom",0
"29-8-2008","C","pool","Southern Redbelly Dace",31
"29-8-2008","C","pool","Suckermouth Minnows",0
"29-8-2008","C","pool","Water Nymph Crayfish",0
"29-8-2008","C","pool","Western Mosquitofish",0
"29-8-2008","C","pool","White Sucker",0
"29-8-2008","D","pool","Bluegill",0
"29-8-2008","D","pool","Bluntnose Minnow",0
"29-8-2008","D","pool","Carmine Shiner",0
"29-8-2008","D","pool","Central Stoneroller",0
"29-8-2008","D","pool","Common Shiner",0
"29-8-2008","D","pool","Creek Chub",0
"29-8-2008","D","pool","Fathead Minnow",0
"29-8-2008","D","pool","Green Sunfish",0
"29-8-2008","D","pool","Johnny Darter",0
"29-8-2008","D","pool","Longear Sunfish",0
"29-8-2008","D","pool","Orangespotted Sunfish",0
"29-8-2008","D","pool","Orangethroated Darter",0
"29-8-2008","D","pool","Red Shiner",0
"29-8-2008","D","pool","Ringed Crayfish",0
"29-8-2008","D","pool","Sand Shiner",0
"29-8-2008","D","pool","Slender Madtom",0
"29-8-2008","D","pool","Southern Redbelly Dace",0
"29-8-2008","D","pool","Suckermouth Minnows",0
"29-8-2008","D","pool","Water Nymph Crayfish",0
"29-8-2008","D","pool","Western Mosquitofish",0
"29-8-2008","D","pool","White Sucker",0
"29-8-2008","E","pool","Bluegill",0
"29-8-2008","E","pool","Bluntnose Minnow",0
"29-8-2008","E","pool","Carmine Shiner",0
"29-8-2008","E","pool","Central Stoneroller",20
"29-8-2008","E","pool","Common Shiner",0
"29-8-2008","E","pool","Creek Chub",6
"29-8-2008","E","pool","Fathead Minnow",0
"29-8-2008","E","pool","Green Sunfish",0
"29-8-2008","E","pool","Johnny Darter",0
"29-8-2008","E","pool","Longear Sunfish",0
"29-8-2008","E","pool","Orangespotted Sunfish",0
"29-8-2008","E","pool","Orangethroated Darter",1
"29-8-2008","E","pool","Red Shiner",0
"29-8-2008","E","pool","Ringed Crayfish",0
"29-8-2008","E","pool","Sand Shiner",0
"29-8-2008","E","pool","Slender Madtom",0
"29-8-2008","E","pool","Southern Redbelly Dace",17
"29-8-2008","E","pool","Suckermouth Minnows",0
"29-8-2008","E","pool","Water Nymph Crayfish",0
"29-8-2008","E","pool","Western Mosquitofish",0
"29-8-2008","E","pool","White Sucker",0
"20-11-2008","C","pool","Bluegill",0
"20-11-2008","C","pool","Bluntnose Minnow",0
"20-11-2008","C","pool","Carmine Shiner",0
"20-11-2008","C","pool","Central Stoneroller",2
"20-11-2008","C","pool","Common Shiner",0
"20-11-2008","C","pool","Creek Chub",0
"20-11-2008","C","pool","Fathead Minnow",0
"20-11-2008","C","pool","Green Sunfish",0
"20-11-2008","C","pool","Johnny Darter",0
"20-11-2008","C","pool","Longear Sunfish",0
"20-11-2008","C","pool","Orangespotted Sunfish",0
"20-11-2008","C","pool","Orangethroated Darter",11
"20-11-2008","C","pool","Red Shiner",0
"20-11-2008","C","pool","Ringed Crayfish",0
"20-11-2008","C","pool","Sand Shiner",0
"20-11-2008","C","pool","Slender Madtom",0
"20-11-2008","C","pool","Southern Redbelly Dace",20
"20-11-2008","C","pool","Suckermouth Minnows",0
"20-11-2008","C","pool","Water Nymph Crayfish",0
"20-11-2008","C","pool","Western Mosquitofish",0
"20-11-2008","C","pool","White Sucker",0
"26-11-2008","A","pool","Bluegill",0
"26-11-2008","A","pool","Bluntnose Minnow",0
"26-11-2008","A","pool","Carmine Shiner",0
"26-11-2008","A","pool","Central Stoneroller",33
"26-11-2008","A","pool","Common Shiner",1
"26-11-2008","A","pool","Creek Chub",23
"26-11-2008","A","pool","Fathead Minnow",0
"26-11-2008","A","pool","Green Sunfish",0
"26-11-2008","A","pool","Johnny Darter",1
"26-11-2008","A","pool","Longear Sunfish",0
"26-11-2008","A","pool","Orangespotted Sunfish",0
"26-11-2008","A","pool","Orangethroated Darter",15
"26-11-2008","A","pool","Red Shiner",0
"26-11-2008","A","pool","Ringed Crayfish",0
"26-11-2008","A","pool","Sand Shiner",0
"26-11-2008","A","pool","Slender Madtom",0
"26-11-2008","A","pool","Southern Redbelly Dace",95
"26-11-2008","A","pool","Suckermouth Minnows",0
"26-11-2008","A","pool","Water Nymph Crayfish",0
"26-11-2008","A","pool","Western Mosquitofish",0
"26-11-2008","A","pool","White Sucker",6
"26-11-2008","A","riffle","Bluegill",0
"26-11-2008","A","riffle","Bluntnose Minnow",0
"26-11-2008","A","riffle","Carmine Shiner",0
"26-11-2008","A","riffle","Central Stoneroller",0
"26-11-2008","A","riffle","Common Shiner",0
"26-11-2008","A","riffle","Creek Chub",0
"26-11-2008","A","riffle","Fathead Minnow",0
"26-11-2008","A","riffle","Green Sunfish",0
"26-11-2008","A","riffle","Johnny Darter",0
"26-11-2008","A","riffle","Longear Sunfish",0
"26-11-2008","A","riffle","Orangespotted Sunfish",0
"26-11-2008","A","riffle","Orangethroated Darter",4
"26-11-2008","A","riffle","Red Shiner",0
"26-11-2008","A","riffle","Ringed Crayfish",0
"26-11-2008","A","riffle","Sand Shiner",0
"26-11-2008","A","riffle","Slender Madtom",0
"26-11-2008","A","riffle","Southern Redbelly Dace",0
"26-11-2008","A","riffle","Suckermouth Minnows",0
"26-11-2008","A","riffle","Water Nymph Crayfish",0
"26-11-2008","A","riffle","Western Mosquitofish",0
"26-11-2008","A","riffle","White Sucker",0
"26-11-2008","E","pool","Bluegill",0
"26-11-2008","E","pool","Bluntnose Minnow",0
"26-11-2008","E","pool","Carmine Shiner",0
"26-11-2008","E","pool","Central Stoneroller",27
"26-11-2008","E","pool","Common Shiner",0
"26-11-2008","E","pool","Creek Chub",33
"26-11-2008","E","pool","Fathead Minnow",0
"26-11-2008","E","pool","Green Sunfish",0
"26-11-2008","E","pool","Johnny Darter",0
"26-11-2008","E","pool","Longear Sunfish",0
"26-11-2008","E","pool","Orangespotted Sunfish",0
"26-11-2008","E","pool","Orangethroated Darter",17
"26-11-2008","E","pool","Red Shiner",0
"26-11-2008","E","pool","Ringed Crayfish",0
"26-11-2008","E","pool","Sand Shiner",0
"26-11-2008","E","pool","Slender Madtom",0
"26-11-2008","E","pool","Southern Redbelly Dace",21
"26-11-2008","E","pool","Suckermouth Minnows",0
"26-11-2008","E","pool","Water Nymph Crayfish",0
"26-11-2008","E","pool","Western Mosquitofish",0
"26-11-2008","E","pool","White Sucker",0
"4-5-2009","A","pool","Bluegill",0
"4-5-2009","A","pool","Bluntnose Minnow",0
"4-5-2009","A","pool","Carmine Shiner",0
"4-5-2009","A","pool","Central Stoneroller",30
"4-5-2009","A","pool","Common Shiner",0
"4-5-2009","A","pool","Creek Chub",54
"4-5-2009","A","pool","Fathead Minnow",0
"4-5-2009","A","pool","Green Sunfish",0
"4-5-2009","A","pool","Johnny Darter",0
"4-5-2009","A","pool","Longear Sunfish",0
"4-5-2009","A","pool","Orangespotted Sunfish",0
"4-5-2009","A","pool","Orangethroated Darter",6
"4-5-2009","A","pool","Red Shiner",0
"4-5-2009","A","pool","Ringed Crayfish",0
"4-5-2009","A","pool","Sand Shiner",0
"4-5-2009","A","pool","Slender Madtom",0
"4-5-2009","A","pool","Southern Redbelly Dace",88
"4-5-2009","A","pool","Suckermouth Minnows",0
"4-5-2009","A","pool","Water Nymph Crayfish",0
"4-5-2009","A","pool","Western Mosquitofish",0
"4-5-2009","A","pool","White Sucker",0
"4-5-2009","A","riffle","Bluegill",0
"4-5-2009","A","riffle","Bluntnose Minnow",0
"4-5-2009","A","riffle","Carmine Shiner",0
"4-5-2009","A","riffle","Central Stoneroller",0
"4-5-2009","A","riffle","Common Shiner",0
"4-5-2009","A","riffle","Creek Chub",0
"4-5-2009","A","riffle","Fathead Minnow",0
"4-5-2009","A","riffle","Green Sunfish",0
"4-5-2009","A","riffle","Johnny Darter",0
"4-5-2009","A","riffle","Longear Sunfish",0
"4-5-2009","A","riffle","Orangespotted Sunfish",0
"4-5-2009","A","riffle","Orangethroated Darter",4
"4-5-2009","A","riffle","Red Shiner",0
"4-5-2009","A","riffle","Ringed Crayfish",0
"4-5-2009","A","riffle","Sand Shiner",0
"4-5-2009","A","riffle","Slender Madtom",0
"4-5-2009","A","riffle","Southern Redbelly Dace",0
"4-5-2009","A","riffle","Suckermouth Minnows",0
"4-5-2009","A","riffle","Water Nymph Crayfish",0
"4-5-2009","A","riffle","Western Mosquitofish",0
"4-5-2009","A","riffle","White Sucker",0
"4-5-2009","C","pool","Bluegill",0
"4-5-2009","C","pool","Bluntnose Minnow",0
"4-5-2009","C","pool","Carmine Shiner",0
"4-5-2009","C","pool","Central Stoneroller",0
"4-5-2009","C","pool","Common Shiner",0
"4-5-2009","C","pool","Creek Chub",0
"4-5-2009","C","pool","Fathead Minnow",0
"4-5-2009","C","pool","Green Sunfish",0
"4-5-2009","C","pool","Johnny Darter",0
"4-5-2009","C","pool","Longear Sunfish",0
"4-5-2009","C","pool","Orangespotted Sunfish",0
"4-5-2009","C","pool","Orangethroated Darter",16
"4-5-2009","C","pool","Red Shiner",0
"4-5-2009","C","pool","Ringed Crayfish",0
